ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV639,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,98%,Teratosphaeriaceae,72%,Xenophacidiella,30%,Xenophacidiella_pseudocatenata|SH195099.06FU,30%
ASV640,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,91%,Hypocreales,84%,Cordycipitaceae,31%,Lecanicillium,30%,Lecanicillium_sp_ID05_F0197|SH196334.06FU,24%
ASV642,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Sordariales_unidentified,100%,Sordariales_unidentified_1,100%,Sordariales_sp|SH198732.06FU,100%
ASV643,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Incertae_sedis,100%,Incertae_sedis_1,100%,Chaetomella,100%,Chaetomella_sp_85_2_O_Mexico|SH239585.06FU,100%
ASV644,+,Fungi,100%,Chytridiomycota,81%,Chytridiomycetes,72%,Spizellomycetales,65%,Spizellomycetaceae,65%,Spizellomyces,65%,Spizellomyces_sp|SH229712.06FU,21%
ASV645,+,Fungi,100%,Fungi_unidentified,57%,Fungi_unidentified_1,57%,Fungi_unidentified_1,57%,Fungi_unidentified_1_1,57%,Fungi_unidentified_1_1,57%,Fungi_sp|SH207017.06FU,57%
ASV646,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Boletales,100%,Sclerodermataceae,100%,Scleroderma,100%,Scleroderma_cepa|SH238665.06FU,100%
ASV648,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Sporormiaceae_unidentified,100%,Sporormiaceae_sp|SH190502.06FU,100%
ASV649,+,Fungi,100%,Basidiomycota,90%,Tremellomycetes,83%,Tremellales,82%,Incertae_sedis_12,82%,Dioszegia,80%,Dioszegia_takashimae|SH196965.06FU,67%
ASV650,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_verrucaria|SH199490.06FU,26%
ASV651,+,Fungi,100%,Ascomycota,82%,Dothideomycetes,63%,Pleosporales,61%,Pleosporales_unidentified,22%,Pleosporales_unidentified_1,22%,Pleosporales_sp|SH240081.06FU,21%
ASV652,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Chaetothyriales,100%,Herpotrichiellaceae,98%,Capronia,52%,Capronia_peltigerae|SH209735.06FU,52%
ASV653,+,Fungi,100%,Ascomycota,89%,Ascomycota_unidentified,6%,Ascomycota_unidentified_1,6%,Ascomycota_unidentified_1,6%,Ascomycota_unidentified_1_1,6%,Ascomycota_sp|SH208867.06FU,5%
ASV654,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Cryptococcus_1,100%,Cryptococcus_victoriae|SH198055.06FU,99%
ASV655,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Sphaerulina,83%,Sphaerulina_pseudovirgaureae|SH212655.06FU,83%
ASV656,+,Fungi,100%,Fungi_unidentified,47%,Fungi_unidentified_1,47%,Fungi_unidentified_1,47%,Fungi_unidentified_1_1,47%,Fungi_unidentified_1_1,47%,Fungi_sp|SH207017.06FU,47%
ASV657,+,Fungi,100%,Fungi_unidentified,30%,Fungi_unidentified_1,30%,Fungi_unidentified_1,30%,Fungi_unidentified_1_1,30%,Fungi_unidentified_1_1,30%,Fungi_sp|SH222471.06FU,26%
ASV659,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,83%,Ophiostomatales,13%,Ophiostomataceae,13%,Raffaelea,9%,Raffaelea_quercivora|SH230480.06FU,9%
ASV660,+,Fungi,100%,Basidiomycota,65%,Agaricomycetes,52%,Cantharellales,52%,Ceratobasidiaceae,52%,Ceratobasidiaceae_unidentified,48%,Ceratobasidiaceae_sp|SH200584.06FU,41%
ASV661,+,Fungi,100%,Ascomycota,99%,Ascomycota_unidentified,19%,Ascomycota_unidentified_1,19%,Ascomycota_unidentified_1,19%,Ascomycota_unidentified_1_1,19%,Ascomycota_sp|SH223423.06FU,19%
ASV662,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,99%,Agaricales,97%,Inocybaceae,80%,Inocybe,48%,Inocybe_fibrosa|SH233419.06FU,15%
ASV664,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,89%,Sordariomycetes_unidentified,13%,Sordariomycetes_unidentified_1,13%,Sordariomycetes_unidentified_1,13%,Sordariomycetes_sp|SH234975.06FU,8%
ASV665,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_carmichaelii|SH199491.06FU,41%
ASV666,+,Fungi,100%,Basidiomycota,95%,Tremellomycetes,91%,Tremellales,90%,Incertae_sedis_12,90%,Dioszegia,85%,Dioszegia_takashimae|SH196965.06FU,74%
ASV667,+,Fungi,100%,Ascomycota,88%,Sordariomycetes,85%,Xylariales,54%,Xylariales_unidentified,43%,Xylariales_unidentified_1,43%,Xylariales_sp|SH238097.06FU,41%
ASV669,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,81%,Pleosporales,80%,Phaeosphaeriaceae,56%,Parastagonospora,29%,Parastagonospora_poae|SH207021.06FU,29%
ASV671,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Chaetothyriales,100%,Chaetothyriales_unidentified,100%,Chaetothyriales_unidentified_1,100%,Chaetothyriales_sp|SH213354.06FU,100%
ASV672,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Incertae_sedis_33,63%,Camarosporium,63%,Camarosporium_sp|SH238738.06FU,62%
ASV673,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomeraceae,100%,Glomeraceae_unidentified,100%,Glomeraceae_sp|SH210004.06FU,94%
ASV674,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,98%,Capnodiales,98%,Teratosphaeriaceae,98%,Devriesia,94%,Devriesia_xanthorrhoeae|SH189981.06FU,91%
ASV676,+,Fungi,100%,Ascomycota,74%,Archaeorhizomycetes,6%,Archaeorhizomycetes_unidentified,3%,Archaeorhizomycetes_unidentified_1,3%,Archaeorhizomycetes_unidentified_1,3%,Archaeorhizomycetes_sp|SH198729.06FU,3%
ASV677,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,87%,Helotiales,85%,Helotiales_unidentified,57%,Helotiales_unidentified_1,57%,Helotiales_sp|SH191096.06FU,57%
ASV678,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Botryosphaeriaceae,100%,Macrophomina,100%,Macrophomina_phaseolina|SH235476.06FU,100%
ASV679,+,Fungi,100%,Chytridiomycota,64%,Chytridiomycetes,44%,Chytridiales,26%,Synchytriaceae,26%,Synchytrium,26%,Synchytrium_endobioticum|SH234051.06FU,24%
ASV681,+,Fungi,100%,Basidiomycota,91%,Agaricomycetes,83%,Thelephorales,20%,Thelephoraceae,20%,Thelephoraceae_unidentified,12%,Thelephoraceae_sp|SH220001.06FU,4%
ASV682,+,Fungi,100%,Ascomycota,84%,Incertae_sedis_14,28%,Incertae_sedis_15,28%,Incertae_sedis_16,28%,Knufia,27%,Knufia_perforans|SH209750.06FU,27%
ASV683,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Sphaerulina,93%,Sphaerulina_pseudovirgaureae|SH212655.06FU,93%
ASV685,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH195163.06FU,99%
ASV686,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomerales_unidentified,87%,Glomerales_unidentified_1,87%,Glomerales_sp|SH222389.06FU,69%
ASV688,+,Fungi,100%,Ascomycota,94%,Sordariomycetes,90%,Sordariales,69%,Chaetomiaceae,37%,Chaetomiaceae_unidentified,32%,Chaetomiaceae_sp|SH231556.06FU,31%
ASV689,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH235614.06FU,100%
ASV690,+,Fungi,100%,Ascomycota,99%,Incertae_sedis_14,38%,Incertae_sedis_15,38%,Incertae_sedis_16,38%,Knufia,38%,Knufia_perforans|SH209750.06FU,37%
ASV691,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Capnodiales,99%,Capnodiales_unidentified,58%,Capnodiales_unidentified_1,58%,Capnodiales_sp|SH238954.06FU,29%
ASV693,+,Fungi,100%,Ascomycota,92%,Incertae_sedis_14,79%,Incertae_sedis_15,79%,Incertae_sedis_16,79%,Radulidium,79%,Radulidium_subulatum|SH197682.06FU,79%
ASV696,+,Fungi,100%,Zygomycota,100%,Incertae_sedis_10,100%,Mortierellales,100%,Mortierellaceae,98%,Mortierella,98%,Mortierella_sp|SH214832.06FU,59%
ASV697,+,Fungi,100%,Fungi_unidentified,20%,Fungi_unidentified_1,20%,Fungi_unidentified_1,20%,Fungi_unidentified_1_1,20%,Fungi_unidentified_1_1,20%,Fungi_sp|SH190933.06FU,17%
ASV698,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Chaetomiaceae,100%,Chaetomiaceae_unidentified,100%,Chaetomiaceae_sp|SH234920.06FU,100%
ASV699,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,67%,Ascomycota_unidentified_1,67%,Ascomycota_unidentified_1,67%,Ascomycota_unidentified_1_1,67%,Ascomycota_sp|SH240716.06FU,67%
ASV700,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH234925.06FU,99%
ASV701,+,Fungi,100%,Chytridiomycota,61%,Chytridiomycetes,50%,Spizellomycetales,36%,Spizellomycetaceae,36%,Spizellomyces,36%,Spizellomyces_sp|SH229712.06FU,25%
ASV703,+,Fungi,100%,Fungi_unidentified,71%,Fungi_unidentified_1,71%,Fungi_unidentified_1,71%,Fungi_unidentified_1_1,71%,Fungi_unidentified_1_1,71%,Fungi_sp|SH222471.06FU,71%
ASV704,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH241024.06FU,100%
ASV705,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Chytridiomycetes_unidentified,100%,Chytridiomycetes_unidentified_1,100%,Chytridiomycetes_unidentified_1,100%,Chytridiomycetes_sp|SH206019.06FU,100%
ASV706,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,98%,Chaetothyriales,97%,Herpotrichiellaceae,97%,Herpotrichiellaceae_unidentified,73%,Herpotrichiellaceae_sp|SH209738.06FU,73%
ASV708,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,98%,Chaetothyriales,98%,Herpotrichiellaceae,98%,Herpotrichiellaceae_unidentified,66%,Herpotrichiellaceae_sp|SH225364.06FU,60%
ASV709,+,Fungi,100%,Ascomycota,55%,Lecanoromycetes,19%,Teloschistales,11%,Teloschistaceae,11%,Caloplaca,6%,Caloplaca_aquensis|SH210517.06FU,4%
ASV710,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH232444.06FU,98%
ASV711,+,Fungi,100%,Fungi_unidentified,63%,Fungi_unidentified_1,63%,Fungi_unidentified_1,63%,Fungi_unidentified_1_1,63%,Fungi_unidentified_1_1,63%,Fungi_sp|SH216695.06FU,63%
ASV712,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,92%,Sordariales,79%,Lasiosphaeriaceae,76%,Podospora,73%,Podospora_sp|SH223422.06FU,40%
ASV713,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,93%,Pleosporales,93%,Pleosporales_unidentified,90%,Pleosporales_unidentified_1,90%,Pleosporales_sp|SH190513.06FU,64%
ASV714,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,50%,Ascomycota_unidentified_1,50%,Ascomycota_unidentified_1,50%,Ascomycota_unidentified_1_1,50%,Ascomycota_sp|SH240716.06FU,49%
ASV715,+,Fungi,100%,Basidiomycota,100%,Cystobasidiomycetes,99%,Erythrobasidiales,99%,Incertae_sedis_41,99%,Erythrobasidium,99%,Erythrobasidium_hasegawianum|SH239324.06FU,99%
ASV716,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Sphaerulina,89%,Sphaerulina_pseudovirgaureae|SH212655.06FU,89%
ASV717,+,Fungi,100%,Basidiomycota,36%,Tremellomycetes,11%,Tremellales,11%,Tremellales_unidentified,9%,Tremellales_unidentified_1,9%,Tremellales_sp|SH229402.06FU,9%
ASV718,+,Fungi,100%,Zygomycota,10%,Incertae_sedis_10,10%,Kickxellales,5%,Kickxellaceae,5%,Ramicandelaber,5%,Ramicandelaber_sp_HMH_2010a|SH237136.06FU,5%
ASV719,+,Fungi,100%,Ascomycota,90%,Dothideomycetes,82%,Capnodiales,80%,Davidiellaceae,42%,Davidiellaceae_unidentified,42%,Davidiellaceae_sp|SH239756.06FU,42%
ASV720,+,Fungi,100%,Ascomycota,51%,Pezizomycetes,37%,Pezizales,36%,Pezizaceae,35%,Peziza,26%,Peziza_sp|SH235922.06FU,9%
ASV721,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Sordariales_unidentified,100%,Sordariales_unidentified_1,100%,Sordariales_sp|SH198732.06FU,100%
ASV722,+,Fungi,100%,Ascomycota,81%,Dothideomycetes,66%,Capnodiales,64%,Mycosphaerellaceae,34%,Periconiella,25%,Periconiella_velutina|SH212697.06FU,25%
ASV723,+,Fungi,100%,Ascomycota,93%,Pezizomycetes,62%,Pezizales,62%,Incertae_sedis_32,56%,Cephaliophora,56%,Cephaliophora_tropica|SH235313.06FU,56%
ASV724,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreaceae,100%,Trichoderma,100%,Trichoderma_citrinoviride|SH196079.06FU,92%
ASV725,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1_1,94%,Ascomycota_sp|SH207016.06FU,78%
ASV726,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Spizellomycetales,100%,Spizellomycetaceae,100%,Powellomyces,100%,Powellomyces_sp_EA|SH206807.06FU,100%
ASV727,+,Fungi,100%,Zygomycota,99%,Incertae_sedis_10,99%,Mortierellales,99%,Mortierellaceae,99%,Mortierella,97%,Mortierella_sp|SH215060.06FU,53%
ASV728,+,Fungi,100%,Ascomycota,56%,Incertae_sedis_14,7%,Incertae_sedis_15,7%,Incertae_sedis_16,7%,Pulchromyces,7%,Pulchromyces_fimicola|SH227367.06FU,7%
ASV730,+,Fungi,100%,Basidiomycota,96%,Basidiomycota_unidentified,42%,Basidiomycota_unidentified_1,42%,Basidiomycota_unidentified_1,42%,Basidiomycota_unidentified_1_1,42%,Basidiomycota_sp|SH200585.06FU,37%
ASV731,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH206996.06FU,100%
ASV732,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Incertae_sedis_13,100%,Phoma,100%,Phoma_sp|SH207018.06FU,100%
ASV733,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Tuberaceae,100%,Tuber,100%,Tuber_sp_65|SH212063.06FU,54%
ASV735,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,96%,Arnium,96%,Arnium_sp|SH223066.06FU,96%
ASV737,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidiaceae_unidentified,60%,Ceratobasidiaceae_sp|SH208783.06FU,31%
ASV738,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Bionectriaceae,100%,Hydropisphaera,100%,Hydropisphaera_sp|SH235787.06FU,100%
ASV739,+,Fungi,100%,Ascomycota,90%,Ascomycota_unidentified,8%,Ascomycota_unidentified_1,8%,Ascomycota_unidentified_1,8%,Ascomycota_unidentified_1_1,8%,Ascomycota_sp|SH208867.06FU,6%
ASV740,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,86%,Pleosporales,86%,Phaeosphaeriaceae,86%,Phaeosphaeriopsis,84%,Phaeosphaeriopsis_sp_C652|SH206991.06FU,84%
ASV741,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,95%,Dothideomycetes_unidentified,93%,Dothideomycetes_unidentified_1,93%,Dothideomycetes_unidentified_1,93%,Dothideomycetes_sp|SH223803.06FU,37%
ASV742,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Chytridiomycetes_unidentified,97%,Chytridiomycetes_unidentified_1,97%,Chytridiomycetes_unidentified_1,97%,Chytridiomycetes_sp|SH201006.06FU,97%
ASV743,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidiaceae_unidentified,100%,Ceratobasidiaceae_sp|SH199622.06FU,98%
ASV744,+,Fungi,100%,Ascomycota,95%,Ascomycota_unidentified,27%,Ascomycota_unidentified_1,27%,Ascomycota_unidentified_1,27%,Ascomycota_unidentified_1_1,27%,Ascomycota_sp|SH222046.06FU,21%
ASV745,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,99%,Teratosphaeriaceae,97%,Teratosphaeria,96%,Teratosphaeria_marasasii|SH238961.06FU,40%
ASV746,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricales_unidentified,100%,Agaricales_unidentified_1,100%,Agaricales_sp|SH221735.06FU,100%
ASV749,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Talaromyces,100%,Talaromyces_marneffei|SH225847.06FU,98%
ASV750,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,96%,Sporormiaceae,96%,Sporormiaceae_unidentified,95%,Sporormiaceae_sp|SH190469.06FU,95%
ASV751,+,Fungi,100%,Ascomycota,95%,Pezizomycetes,64%,Pezizales,64%,Incertae_sedis_32,61%,Cephaliophora,61%,Cephaliophora_tropica|SH235313.06FU,61%
ASV752,+,Fungi,100%,Basidiomycota,99%,Tremellomycetes,97%,Tremellales,97%,Incertae_sedis_12,97%,Dioszegia,93%,Dioszegia_takashimae|SH196965.06FU,35%
ASV753,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiales_unidentified,58%,Filobasidiales_unidentified_1,58%,Filobasidiales_sp|SH216507.06FU,58%
ASV754,+,Fungi,100%,Ascomycota,86%,Eurotiomycetes,16%,Eurotiales,6%,Trichocomaceae,6%,Penicillium,6%,Penicillium_sp_ATT162|SH225871.06FU,6%
ASV755,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,100%,Clitopilus,100%,Clitopilus_sp_1_T_778|SH205031.06FU,98%
ASV756,+,Fungi,100%,Ascomycota,79%,Dothideomycetes,45%,Pleosporales,41%,Phaeosphaeriaceae,28%,Stagonospora,23%,Stagonospora_foliicola|SH224100.06FU,16%
ASV759,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Incertae_sedis_9,100%,Dinemasporium,100%,Dinemasporium_americana|SH222848.06FU,100%
ASV760,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,91%,Sordariales,91%,Sordariales_unidentified,27%,Sordariales_unidentified_1,27%,Sordariales_sp|SH234971.06FU,25%
ASV761,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Dioszegia,100%,Dioszegia_takashimae|SH196965.06FU,47%
ASV762,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH206996.06FU,100%
ASV765,+,Fungi,100%,Ascomycota,94%,Sordariomycetes,85%,Sordariales,13%,Lasiosphaeriaceae,6%,Lasiosphaeria,6%,Lasiosphaeria_glabrata|SH210817.06FU,6%
ASV766,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Pezizaceae,100%,Pezizaceae_unidentified,100%,Pezizaceae_sp|SH218926.06FU,100%
ASV767,+,Fungi,100%,Ascomycota,83%,Dothideomycetes,62%,Capnodiales,59%,Mycosphaerellaceae,35%,Periconiella,18%,Periconiella_velutina|SH212697.06FU,18%
ASV768,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Cladorrhinum,100%,Cladorrhinum_bulbillosum|SH230735.06FU,100%
ASV769,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,100%,Pestalotiopsis,100%,Pestalotiopsis_rhododendri|SH210426.06FU,100%
ASV770,+,Fungi,100%,Ascomycota,17%,Incertae_sedis_14,6%,Incertae_sedis_15,6%,Incertae_sedis_16,6%,Pulchromyces,5%,Pulchromyces_fimicola|SH227367.06FU,5%
ASV771,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Incertae_sedis_7,100%,Glomerellaceae,100%,Colletotrichum,100%,Colletotrichum_echinochloae|SH198038.06FU,100%
ASV772,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiales_unidentified,90%,Filobasidiales_unidentified_1,90%,Filobasidiales_sp|SH216507.06FU,90%
ASV773,+,Fungi,100%,Ascomycota,63%,Saccharomycetes,16%,Saccharomycetales,16%,Saccharomycetaceae,13%,Naumovozyma,13%,Naumovozyma_sp_QMW_2012|SH236489.06FU,13%
ASV774,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,99%,Preussia,99%,Preussia_sp|SH235609.06FU,99%
ASV775,+,Fungi,100%,Ascomycota,81%,Incertae_sedis_14,8%,Incertae_sedis_15,8%,Incertae_sedis_16,8%,Knufia,8%,Knufia_perforans|SH209750.06FU,8%
ASV776,+,Fungi,98%,Ascomycota,81%,Pezizomycetes,71%,Pezizales,71%,Pezizaceae,70%,Peziza,55%,Peziza_ammophila|SH216310.06FU,21%
ASV778,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,89%,Sordariales,88%,Chaetomiaceae,85%,Chaetomium,79%,Chaetomium_sp_1_SA_2013|SH234953.06FU,65%
ASV779,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,98%,Capnodiales,97%,Capnodiales_unidentified,97%,Capnodiales_unidentified_1,97%,Capnodiales_sp|SH213804.06FU,97%
ASV781,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,94%,Pleosporales,94%,Pleosporales_unidentified,81%,Pleosporales_unidentified_1,81%,Pleosporales_sp|SH207009.06FU,79%
ASV782,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,93%,Sordariomycetes_unidentified_1,93%,Sordariomycetes_unidentified_1,93%,Sordariomycetes_sp|SH213465.06FU,93%
ASV783,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_sp|SH236270.06FU,100%
ASV784,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,50%,Glomeraceae,50%,Glomus,50%,Glomus_versiforme|SH200197.06FU,43%
ASV785,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,85%,Pleosporales,84%,Phaeosphaeriaceae,83%,Stagonospora,39%,Stagonospora_pseudovitensis|SH199974.06FU,39%
ASV786,+,Fungi,100%,Glomeromycota,93%,Glomeromycetes,86%,Glomerales,86%,Glomeraceae,86%,Glomeraceae_unidentified,60%,Glomeraceae_sp|SH210028.06FU,9%
ASV789,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,98%,Ascomycota_unidentified_1,98%,Ascomycota_unidentified_1,98%,Ascomycota_unidentified_1_1,98%,Ascomycota_sp|SH191097.06FU,98%
ASV790,+,Fungi,100%,Ascomycota,52%,Incertae_sedis_14,16%,Incertae_sedis_15,16%,Incertae_sedis_16,16%,Pulchromyces,15%,Pulchromyces_fimicola|SH227367.06FU,15%
ASV791,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Capnodiales_unidentified,100%,Capnodiales_unidentified_1,100%,Capnodiales_sp|SH213804.06FU,100%
ASV792,+,Fungi,100%,Fungi_unidentified,68%,Fungi_unidentified_1,68%,Fungi_unidentified_1,68%,Fungi_unidentified_1_1,68%,Fungi_unidentified_1_1,68%,Fungi_sp|SH222471.06FU,63%
ASV795,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Xylariaceae,100%,Xylaria,100%,Xylaria_sp_XL_A45|SH227280.06FU,100%
ASV798,+,Fungi,100%,Fungi_unidentified,67%,Fungi_unidentified_1,67%,Fungi_unidentified_1,67%,Fungi_unidentified_1_1,67%,Fungi_unidentified_1_1,67%,Fungi_sp|SH222471.06FU,65%
ASV799,+,Fungi,100%,Chytridiomycota,68%,Chytridiomycota_unidentified,34%,Chytridiomycota_unidentified_1,34%,Chytridiomycota_unidentified_1,34%,Chytridiomycota_unidentified_1_1,34%,Chytridiomycota_sp|SH233268.06FU,25%
ASV800,+,Fungi,100%,Ascomycota,97%,Incertae_sedis_14,94%,Incertae_sedis_15,94%,Incertae_sedis_16,94%,Calcarisporiella,94%,Calcarisporiella_sp|SH239462.06FU,87%
ASV801,+,Fungi,100%,Chytridiomycota,74%,Chytridiomycota_unidentified,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1_1,31%,Chytridiomycota_sp|SH233268.06FU,22%
ASV802,+,Fungi,100%,Ascomycota,100%,Incertae_sedis_14,36%,Incertae_sedis_15,36%,Incertae_sedis_16,36%,Knufia,36%,Knufia_perforans|SH209750.06FU,36%
ASV803,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Talaromyces,100%,Talaromyces_marneffei|SH225847.06FU,100%
ASV804,+,Fungi,100%,Ascomycota,90%,Sordariomycetes,85%,Xylariales,54%,Xylariales_unidentified,43%,Xylariales_unidentified_1,43%,Xylariales_sp|SH238097.06FU,41%
ASV805,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Marasmiaceae,100%,Marasmius,100%,Marasmius_haematocephalus|SH206500.06FU,95%
